locationID,date,common_name,total_count,avg_temp,snow_melt_days,non_snow_days,last_snow_melt_day,tomst_num,temp_binary
ARUQ0,2024-06-27,American Pipit,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Bohemian Waxwing,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Cackling Goose,25,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Common Redpoll,30,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Hoary Redpoll,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Lapland Longspur,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Red-throated Loon,7,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Sandhill Crane,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Savannah Sparrow,584,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,Townsend's Solitaire,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-27,White-winged Crossbill,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,American Pipit,7,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Bohemian Waxwing,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Canada Goose,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Common Nighthawk,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Common Redpoll,54,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Dark-eyed Junco,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Evening Grosbeak,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Green-winged Teal,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Hoary Redpoll,8,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Horned Lark,8,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Lapland Longspur,8,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Nelson's Sparrow,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Northern Harrier,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Red-throated Loon,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Savannah Sparrow,782,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Smith's Longspur,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,Townsend's Solitaire,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,White-crowned Sparrow,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-28,White-winged Crossbill,6,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,American Pipit,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Bohemian Waxwing,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Common Redpoll,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Dunlin,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Horned Lark,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Lapland Longspur,44,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Least Sandpiper,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Long-billed Dowitcher,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Mallard,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Savannah Sparrow,138,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-29,Semipalmated Plover,5,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,American Pipit,18,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Bank Swallow,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Brant,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Cackling Goose,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Common Redpoll,20,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Dunlin,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Evening Grosbeak,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Great Horned Owl,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Hoary Redpoll,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Horned Lark,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Lapland Longspur,53,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,LeConte's Sparrow,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Mallard,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Red-throated Loon,9,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Savannah Sparrow,509,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Semipalmated Plover,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Snow Bunting,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,White-winged Crossbill,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Willow Ptarmigan,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Yellow-bellied Flycatcher,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-06-30,Yellow-rumped Warbler,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Alder Flycatcher,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,American Pipit,11,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Common Redpoll,17,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Dunlin,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Great Horned Owl,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Greater White-fronted Goose,8,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Lapland Longspur,48,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Least Sandpiper,17,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Merlin,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Red-throated Loon,17,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Savannah Sparrow,153,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Semipalmated Plover,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,Stilt Sandpiper,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-01,White-winged Crossbill,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,American Pipit,66,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Black Scoter,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Bohemian Waxwing,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Common Eider,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Common Redpoll,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Dunlin,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Greater White-fronted Goose,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Lapland Longspur,48,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Least Sandpiper,12,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Nelson's Sparrow,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Red-throated Loon,12,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Savannah Sparrow,147,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Say's Phoebe,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Semipalmated Plover,5,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,Semipalmated Sandpiper,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-02,White-winged Crossbill,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,American Pipit,35,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,American Tree Sparrow,2,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Baird's Sandpiper,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Common Redpoll,24,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Dunlin,8,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Hoary Redpoll,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Lapland Longspur,38,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,LeConte's Sparrow,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Least Sandpiper,4,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Long-billed Dowitcher,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Ruddy Turnstone,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Savannah Sparrow,57,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Semipalmated Plover,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,Semipalmated Sandpiper,3,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-03,White-crowned Sparrow,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-04,American Pipit,23,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-04,Baird's Sandpiper,1,3.8377411833284754,0,47,NA,39,low
ARUQ0,2024-07-04,Black-bellied Plover,4,3.8377411833284754,0,47,NA,39,low
